IID	Region	FirstAA	LastAA	Closest	PcntC	BestAvg	PcntAvg	BestOdds	OddsB	2ndBestOdds	Odds2B	BestOddsInf	OddsBInf	2ndBestOddsInf	Odds2ndBInf	C	A	Odds	OddsInf	Call
267019	Europe	38	245	B	6.9	B	8.5	B	-66	X12	-77	B	-10	X42	-12	B	B	B	B	B
267020	Europe	38	247	B	4.8	B	6	B	-39	B	-51	B	-7	B	-10	B	B	B	B	B
267021	Europe	38	247	B	4.8	X03	5.7	B	-38	B	-50	B	-9	X03	-11	B	X03	B	B	B
267027	Europe	40	247	B	5.7	B	7.2	B	-54	B	-62	B	-9	B	-12	B	B	B	B	B
267032	Europe	1	335	B	2.7	B	7.3	B	-70	X12	-95	B	-20	B	-30	B	B	B	B	B
267044	Europe	40	244	B	6.7	B	7.9	B	-57	B	-70	B	-8	B	-10	B	B	B	B	B
267050	Europe	1	249	B	5.4	B	6	B	-45	B	-60	B	-9	B	-15	B	B	B	B	B
267052	Europe	1	249	B	7.2	B	8.2	B	-66	X12	-77	B	-8	B	-8	B	B	B	B	B
267055	Europe	38	246	B	3.7	B	4.1	B	-27	B	-31	B	-4	B	-5	B	B	B	B	B
267056	Europe	40	247	B	6	B	6.7	B	-44	B	-53	B	-3	B	-4	B	B	B	B	B
267062	Europe	38	234	B	6.9	X03	7.8	B	-45	X12	-61	B	-10	X47	-15	B	X03	B	B	B
267076	Europe	38	241	B	3.4	B	4	B	-22	B	-30	B	-5	B	-6	B	B	B	B	B
267077	Europe	38	244	B	6.1	B	6.7	B	-46	B	-58	B	-8	B	-8	B	B	B	B	B
267086	Europe	38	247	B	4.6	B	5.3	B	-38	B	-46	B	-6	B	-6	B	B	B	B	B
267101	Europe	38	244	B	5.5	B	6.2	B	-44	B	-54	B	-8	B	-12	B	B	B	B	B
267114	Europe	38	247	B	4.8	B	5.4	B	-43	B	-48	B	-6	B	-7	B	B	B	B	B
267117	Europe	39	247	B	3.5	B	3.8	B	-30	B	-31	B	-6	B	-6	B	B	B	B	B
267119	Europe	1	335	B	5.6	B	6.2	B	-68	B	-76	B	-5	B	-7	B	B	B	B	B
267125	Europe	38	246	B	6.5	B	7.1	B	-50	B	-66	B	-9	X42	-13	B	B	B	B	B
267130	Europe	38	247	B	4.6	B	5.2	B	-34	B	-45	B	-6	B	-8	B	B	B	B	B
267135	Europe	38	247	B	3.7	B	4.2	B	-29	B	-30	B	-2	B	-3	B	B	B	B	B
267136	Europe	1	335	B	7.5	B	8.3	B	-81	X12	-104	B	-10	B	-15	B	B	B	B	B
267155	Europe	28	255	B	3.3	B	4.2	B	-22	B	-34	B	-6	B	-8	B	B	B	B	B
267157	Europe	38	240	B	5.8	B	6.5	B	-37	B	-52	B	-7	B	-12	B	B	B	B	B
267158	Europe	39	247	B	3.2	B	3.9	B	-22	B	-29	B	-6	B	-8	B	B	B	B	B
267159	Europe	38	247	B	4.3	X03	4.8	B	-32	B	-41	B	-10	B	-14	B	X03	B	B	B
267160	Europe	38	247	B	4.6	B	5.4	B	-35	B	-42	B	-5	B	-6	B	B	B	B	B
267161	Europe	38	247	B	5.7	X03	6.3	B	-45	B	-57	B	-9	X03	-15	B	X03	B	B	B
267163	Europe	38	247	B	3.6	B	3.9	B	-25	B	-29	B	-4	B	-4	B	B	B	B	B
267166	Europe	40	247	B	4.5	B	6.3	B	-41	X12	-56	B	-8	B	-12	B	B	B	B	B
267171	Europe	38	247	B	4.9	B	5.4	B	-45	B	-48	B	-5	B	-6	B	B	B	B	B
267172	Europe	1	249	B	5.6	B	6.8	B	-54	X47	-68	B	-11	X47	-16	B	B	B	B	B
267176	Europe	38	247	B	5.6	B	6	B	-44	B	-56	B	-7	B	-8	B	B	B	B	B
267177	Europe	39	247	B	5.2	B	6	B	-37	B	-50	B	-10	B	-12	B	B	B	B	B
267184	Europe	38	247	B	4.3	B	5.1	B	-29	B	-41	B	-6	B	-9	B	B	B	B	B
267188	Europe	38	247	B	5.6	B	6	B	-43	B	-52	B	-7	B	-8	B	B	B	B	B
267190	Europe	31	253	B	3.4	B	4.9	B	-28	B	-40	B	-9	B	-14	B	B	B	B	B
267199	Europe	38	246	B	4.6	B	5.2	B	-33	B	-41	B	-6	B	-7	B	B	B	B	B
267204	Europe	38	247	B	4.4	B	4.8	B	-33	B	-37	B	-10	B	-11	B	B	B	B	B
267205	Europe	38	247	B	6.2	B	6.8	B	-53	B	-62	B	-3	B	-5	B	B	B	B	B
267210	Europe	38	247	B	4.6	B	5.2	B	-38	B	-44	B	-6	B	-7	B	B	B	B	B
267213	Europe	38	247	B	5.4	B	6	B	-39	B	-52	B	-5	B	-8	B	B	B	B	B
267214	Europe	38	247	B	3.3	B	4.1	B	-31	B	-34	B	-6	B	-8	B	B	B	B	B
267227	Europe	38	247	B	3.8	B	5.8	B	-38	B	-48	B	-8	B	-12	B	B	B	B	B
267245	Europe	38	247	B	3.7	B	4.5	B	-29	B	-36	B	-8	B	-12	B	B	B	B	B
267256	Europe	38	246	B	5.7	B	6.3	B	-44	B	-52	B	-7	B	-10	B	B	B	B	B
267260	Europe	40	247	B	5.7	B	6.5	B	-42	B	-58	B	-8	B	-12	B	B	B	B	B
267267	Europe	39	247	B	6.1	B	6.7	B	-44	B	-58	B	-7	B	-10	B	B	B	B	B
267272	Europe	38	244	B	4.5	B	5.2	B	-34	B	-40	B	-5	B	-6	B	B	B	B	B
267281	Europe	40	247	B	6.4	B	7.2	B	-49	X12	-63	B	-4	B	-6	B	B	B	B	B
267282	Europe	38	247	B	7	B	7.4	B	-54	B	-63	B	-5	B	-6	B	B	B	B	B
267284	Europe	38	247	B	3	B	3.6	B	-17	B	-25	B	-6	B	-9	B	B	B	B	B
267288	Europe	38	244	B	4.2	X03	5	B	-37	B	-46	B	-6	B	-8	B	X03	B	B	B
267290	Europe	1	335	B	6.6	B	6.9	B	-73	B	-88	B	-7	B	-7	B	B	B	B	B
267294	Europe	38	244	B	3.4	B	3.9	B	-21	B	-27	B	-7	B	-10	B	B	B	B	B
267299	Europe	39	231	B	4.2	X03	5.2	B	-32	B	-44	B	-8	B	-12	B	X03	B	B	B
267304	Europe	1	249	B	5.4	B	6.2	B	-60	B	-69	B	-7	B	-11	B	B	B	B	B
267305	Europe	39	245	B	4	B	4.8	B	-29	B	-39	B	-6	B	-8	B	B	B	B	B
267306	Europe	38	247	B	3.7	B	6.3	B	-46	B	-59	B	-7	B	-10	B	B	B	B	B
267308	Europe	38	247	B	5.1	B	5.8	B	-44	B	-49	B	-6	B	-8	B	B	B	B	B
267309	Europe	38	245	B	4.8	B	5.3	B	-38	B	-45	B	-5	B	-6	B	B	B	B	B
267314	Europe	38	247	B	6.3	B	6.7	B	-47	B	-58	B	-11	B	-14	B	B	B	B	B
267319	Europe	38	247	B	4.3	B	5	B	-30	B	-42	B	-7	B	-10	B	B	B	B	B
267330	Europe	38	246	B	4.8	B	5.5	B	-37	X12	-50	B	-7	B	-8	B	B	B	B	B
267331	Europe	40	247	B	4.5	X03	5.3	B	-33	B	-48	B	-8	B	-10	B	X03	B	B	B
267333	Europe	38	247	B	5.1	B	5.8	B	-35	B	-49	B	-9	B	-12	B	B	B	B	B
267339	Europe	38	247	B	5.4	B	6.7	B	-44	B	-57	B	-3	B	-6	B	B	B	B	B
267344	Europe	40	234	B	4.2	B	4.6	B	-28	B	-35	B	-2	B	-4	B	B	B	B	B
267347	Europe	38	247	B	5.3	B	5.7	B	-43	B	-53	B	-4	B	-4	B	B	B	B	B
267353	Europe	1	331	B	4.7	B	7.2	B	-70	X12	-86	B	-11	X12	-14	B	B	B	B	B
267354	Europe	38	240	B	5.4	B	6.5	B	-42	B	-53	B	-6	B	-8	B	B	B	B	B
267359	Europe	1	249	B	4.3	B	5	B	-45	B	-51	B	-6	B	-8	B	B	B	B	B
267361	Europe	38	247	B	5.2	B	6	B	-47	B	-54	B	-8	B	-11	B	B	B	B	B
267364	Europe	38	247	B	4.1	B	5	B	-32	B	-41	B	-10	X47	-12	B	B	B	B	B
267367	Europe	38	247	B	5.2	B	5.8	B	-34	B	-44	B	-6	B	-8	B	B	B	B	B
267373	Europe	38	247	B	4	B	4.8	B	-29	B	-35	B	-5	B	-8	B	B	B	B	B
267374	Europe	39	245	B	4.3	B	5.2	B	-27	B	-40	B	-7	B	-12	B	B	B	B	B
267376	Europe	38	247	B	5.4	B	6.2	B	-44	B	-55	B	-8	B	-12	B	B	B	B	B
267381	Europe	38	247	B	5.4	B	6.7	B	-43	B	-57	B	-9	D	-12	B	B	B	B	B
267385	Europe	38	247	B	4.9	B	5.5	B	-35	B	-40	B	-4	B	-4	B	B	B	B	B
267386	Europe	38	247	B	7	B	8.4	B	-64	X12	-77	B	-14	X47	-15	B	B	B	B	B
267389	Europe	38	247	B	4.8	B	5.5	B	-33	B	-49	B	-8	B	-12	B	B	B	B	B
267390	Europe	38	246	B	4.5	B	5.9	B	-43	B	-54	B	-9	B	-12	B	B	B	B	B
267394	Europe	1	332	B	4.5	B	5.7	B	-53	B	-63	B	-10	B	-13	B	B	B	B	B
267395	Europe	38	247	B	7.4	B	8	B	-54	X12	-66	B	-9	B	-12	B	B	B	B	B
267401	Europe	38	247	B	5.8	B	6.7	B	-45	B	-57	B	-10	B	-14	B	B	B	B	B
267402	Europe	1	335	B	0	B	5.7	B	-55	B	-70	B	-10	B	-13	B	B	B	B	B
267408	Europe	38	237	B	4.7	X03	5.7	B	-35	B	-47	B	-6	B	-10	B	X03	B	B	B
267410	Europe	38	247	B	5.7	B	6.7	B	-45	B	-62	B	-8	B	-11	B	B	B	B	B
267413	Europe	38	247	B	5.9	B	6.7	B	-42	X12	-54	B	-9	B	-12	B	B	B	B	B
267414	Europe	38	247	B	5.8	B	6.3	B	-51	B	-54	B	-9	B	-10	B	B	B	B	B
267417	Europe	38	247	B	5.2	B	5.8	B	-38	B	-51	B	-6	B	-8	B	B	B	B	B
267419	Europe	38	247	B	4	B	4.6	B	-25	B	-36	B	-6	B	-8	B	B	B	B	B
267424	Europe	38	247	B	4.3	B	5	B	-32	B	-39	B	-8	B	-10	B	B	B	B	B
267425	Europe	38	247	B	3.9	B	4.7	B	-33	B	-38	B	-8	B	-10	B	B	B	B	B
267427	Europe	38	247	B	4.8	B	5.2	B	-28	B	-35	B	-4	B	-6	B	B	B	B	B
267431	Europe	38	244	B	5.9	B	6.7	B	-40	B	-56	B	-8	B	-12	B	B	B	B	B
267439	Europe	34	335	B	5.2	X03	5.8	B	-44	B	-67	B	-8	B	-12	B	X03	B	B	B
267441	Europe	38	247	B	6.9	B	7.8	B	-54	X12	-67	B	-6	B	-8	B	B	B	B	B
267443	Europe	1	249	B	4.7	B	5.3	B	-49	B	-54	B	-4	B	-4	B	B	B	B	B
267446	Europe	39	245	B	3.7	X03	4.7	B	-25	B	-37	B	-5	B	-8	B	X03	B	B	B
267448	Europe	38	247	B	5.4	B	6	B	-41	B	-50	B	-4	B	-4	B	B	B	B	B
267460	Europe	38	247	B	5.8	B	7	B	-47	B	-60	B	-8	B	-12	B	B	B	B	B
267462	Europe	38	247	B	6.7	B	7.5	B	-46	B	-58	B	-3	B	-4	B	B	B	B	B
267466	Europe	31	249	B	5.3	B	5.5	B	-38	B	-46	B	-6	B	-8	B	B	B	B	B
267476	Europe	34	335	B	5.5	B	5.8	B	-57	B	-64	B	-8	B	-10	B	B	B	B	B
267479	Europe	38	246	B	4	B	5.2	B	-33	B	-42	B	-8	B	-8	B	B	B	B	B
267481	Europe	38	247	B	4.4	B	5.5	B	-36	B	-42	B	-4	B	-6	B	B	B	B	B
267494	Europe	1	249	B	5	B	5.5	B	-43	B	-54	B	-6	B	-8	B	B	B	B	B
267496	Europe	38	237	B	6.3	X03	7.5	B	-51	X12	-58	B	-5	X42	-6	B	X03	B	B	B
267497	Europe	38	247	B	5.6	X03	6.2	B	-50	X19	-64	B	-10	X03	-13	B	X03	B	B	B
267506	Europe	38	247	B	4.8	B	5.5	B	-35	B	-46	B	-6	B	-10	B	B	B	B	B
267510	Europe	39	243	B	7	B	8	B	-49	B	-66	B	-8	B	-10	B	B	B	B	B
267512	Europe	39	247	B	3.2	X03	4	B	-23	B	-33	B	-6	B	-8	B	X03	B	B	B
267524	Europe	38	232	B	3.4	B	4	B	-24	B	-28	B	-4	B	-5	B	B	B	B	B
267527	Europe	38	246	B	4.9	B	5.6	B	-34	B	-45	B	-5	B	-6	B	B	B	B	B
267531	Europe	31	256	B	3.8	B	6.9	B	-48	B	-64	B	-10	B	-17	B	B	B	B	B
267535	Europe	1	335	B	5.6	B	6	B	-58	B	-71	B	-7	B	-8	B	B	B	B	B
267537	Europe	1	249	B	4.3	B	5	B	-43	B	-51	B	-6	B	-9	B	B	B	B	B
267544	Europe	39	246	B	5.3	B	6.3	B	-45	B	-54	B	-6	B	-8	B	B	B	B	B
267545	Europe	38	247	B	4.8	B	5.4	B	-36	B	-43	B	-4	B	-5	B	B	B	B	B
267550	Europe	38	247	B	6	B	8	B	-62	B	-73	B	-7	B	-9	B	B	B	B	B
267554	Europe	39	247	B	5.6	B	6.5	B	-43	B	-51	B	-7	X42	-10	B	B	B	B	B
267563	Europe	1	312	B	5.1	B	5.8	B	-49	B	-68	B	-8	B	-14	B	B	B	B	B
267564	Europe	38	244	B	3.9	B	4.9	B	-31	B	-41	B	-5	B	-8	B	B	B	B	B
267569	Europe	38	245	B	6.1	B	6.8	B	-43	X12	-59	B	-6	B	-10	B	B	B	B	B
267570	Europe	40	242	B	5.1	B	6	B	-47	B	-54	B	-4	B	-5	B	B	B	B	B
267574	Europe	38	244	B	6.6	B	7	B	-49	B	-56	B	-8	B	-9	B	B	B	B	B
267575	Europe	38	247	B	4.3	B	5.2	B	-33	B	-49	B	-11	B	-16	B	B	B	B	B
267579	Europe	1	249	B	5.5	B	6	B	-49	X12	-62	B	-8	X12	-13	B	B	B	B	B
267581	Europe	40	247	B	5.4	X03	6.7	B	-47	B	-59	B	-12	B	-16	B	X03	B	B	B
267582	Europe	39	247	B	4.1	B	4.6	B	-25	B	-33	B	-5	B	-6	B	B	B	B	B
267597	Europe	38	246	B	4.6	B	5.8	B	-36	B	-48	B	-8	B	-10	B	B	B	B	B
267606	Europe	38	246	B	5.2	B	5.8	B	-46	B	-53	B	-7	B	-7	B	B	B	B	B
267616	Europe	40	247	B	6.1	B	6.3	B	-44	B	-57	B	-6	B	-8	B	B	B	B	B
267622	Europe	38	242	B	4.1	B	4.5	B	-33	B	-35	B	-9	B	-10	B	B	B	B	B
267623	Europe	26	252	B	4.6	B	5.2	B	-35	X12	-48	B	-12	X47	-16	B	B	B	B	B
267631	Europe	38	247	B	4.3	B	5.4	B	-34	B	-46	B	-5	B	-8	B	B	B	B	B
267641	Europe	38	245	B	4.4	B	5.2	B	-32	B	-43	B	-10	B	-14	B	B	B	B	B
267648	Europe	29	254	B	3.4	B	5.2	B	-31	B	-46	B	-6	B	-10	B	B	B	B	B
267651	Europe	38	247	B	4	B	4.7	B	-26	B	-36	B	-8	B	-11	B	B	B	B	B
267653	Europe	29	252	B	3.9	B	5	B	-34	B	-43	B	-9	B	-12	B	B	B	B	B
267663	Europe	38	247	B	5.6	B	6.3	B	-42	B	-56	B	-4	B	-8	B	B	B	B	B
267671	Europe	29	248	B	4.9	B	5	B	-34	B	-43	B	-12	B	-14	B	B	B	B	B
267672	Europe	25	255	B	4.9	B	5.7	B	-41	B	-51	B	-10	B	-14	B	B	B	B	B
267675	Europe	38	247	B	4.4	B	4.8	B	-33	B	-42	B	-6	B	-10	B	B	B	B	B
267681	Europe	38	246	B	4.1	B	4.7	B	-24	B	-33	B	-6	B	-6	B	B	B	B	B
267683	Europe	38	247	B	3.2	B	4	B	-28	B	-33	B	-4	B	-4	B	B	B	B	B
267687	Europe	38	238	B	4.8	B	5.8	B	-36	B	-45	B	-8	B	-10	B	B	B	B	B
267689	Europe	38	247	B	5.2	B	5.8	B	-38	B	-48	B	-7	B	-10	B	B	B	B	B
267696	Europe	38	247	B	4.1	B	4.6	B	-31	B	-32	B	-5	B	-6	B	B	B	B	B
267697	Europe	1	335	B	5	B	5.6	B	-55	B	-68	B	-10	B	-13	B	B	B	B	B
267700	Europe	38	247	B	4.1	B	5.2	B	-33	B	-38	B	-6	B	-8	B	B	B	B	B
267701	Europe	38	247	B	4.6	B	5.3	B	-31	B	-39	B	-6	B	-9	B	B	B	B	B
267702	Europe	1	335	B	5.1	B	5.6	B	-56	B	-67	B	-12	B	-18	B	B	B	B	B
267703	Europe	38	247	B	4.4	B	5.2	B	-32	B	-40	B	-10	B	-10	B	B	B	B	B
267708	Europe	30	252	B	4.8	B	5.5	B	-34	B	-48	B	-12	B	-17	B	B	B	B	B
267713	Europe	38	247	B	4.8	B	5.4	B	-35	B	-48	B	-10	B	-16	B	B	B	B	B
267722	Europe	38	247	B	5.8	X03	6.7	B	-41	B	-57	B	-7	X03	-11	B	X03	B	B	B
267723	Europe	40	244	B	4.9	B	5.3	B	-38	B	-40	B	-4	B	-6	B	B	B	B	B
267728	Europe	38	247	B	4.1	B	4.5	B	-33	B	-40	B	-6	B	-8	B	B	B	B	B
267736	Europe	38	246	B	5.5	B	6.2	B	-42	B	-55	B	-8	B	-12	B	B	B	B	B
267737	Europe	40	247	B	5.4	B	5.8	B	-40	B	-51	B	-13	X47	-16	B	B	B	B	B
267742	Europe	38	236	B	4.8	B	5.3	B	-35	B	-42	B	-7	B	-10	B	B	B	B	B
267746	Europe	38	247	B	7.2	B	8.1	B	-58	X12	-74	B	-8	B	-14	B	B	B	B	B
267747	Europe	38	246	B	4.8	B	5.8	B	-33	B	-48	B	-8	B	-12	B	B	B	B	B
267753	Europe	38	247	B	4.9	B	5.7	B	-37	B	-48	B	-9	B	-14	B	B	B	B	B
267768	Europe	38	247	B	7.2	B	8.6	B	-61	X12	-77	B	-9	B	-12	B	B	B	B	B
267780	Europe	39	247	B	5.1	B	5.9	B	-40	B	-47	B	-4	B	-4	B	B	B	B	B
267781	Europe	30	255	B	6	B	6.7	B	-46	X12	-58	B	-7	B	-11	B	B	B	B	B
267782	Europe	38	247	B	4.3	B	4.6	B	-28	B	-35	B	-6	B	-6	B	B	B	B	B
267787	Europe	38	242	B	4.2	B	5.3	B	-37	B	-42	B	-8	B	-12	B	B	B	B	B
267788	Europe	38	247	B	4.3	B	5.2	B	-34	B	-44	B	-9	B	-12	B	B	B	B	B
267790	Europe	39	244	B	5.2	B	5.9	B	-43	B	-51	B	-9	B	-10	B	B	B	B	B
267791	Europe	38	244	B	6	B	7.2	B	-49	B	-66	B	-5	X03	-5	B	B	B	B	B
267792	Europe	40	252	B	4.6	B	5.1	B	-35	B	-42	B	-7	B	-8	B	B	B	B	B
267793	Europe	38	245	B	3.5	B	5.9	B	-41	B	-51	B	-9	B	-12	B	B	B	B	B
267803	Europe	38	247	B	5.7	B	6.8	B	-48	B	-60	B	-6	B	-8	B	B	B	B	B
267805	Europe	38	247	B	4.9	B	5.4	B	-39	B	-49	B	-5	B	-6	B	B	B	B	B
267810	Europe	1	249	B	4.2	B	4.9	B	-33	B	-44	B	-5	B	-8	B	B	B	B	B
267815	Europe	38	247	B	2.5	B	3	B	-20	B	-22	B	-3	B	-4	B	B	B	B	B
267822	Europe	38	247	B	5.2	B	6.1	B	-46	B	-52	B	-9	B	-14	B	B	B	B	B
267823	Europe	38	247	B	4	B	4.8	B	-32	B	-43	B	-8	X19	-11	B	B	B	B	B
267830	Europe	38	247	B	5.7	B	6.3	B	-39	B	-52	B	-5	B	-6	B	B	B	B	B
267832	Europe	34	335	B	6.7	X03	8	B	-70	B	-90	B	-7	B	-10	B	X03	B	B	B
267835	Europe	38	247	B	4.6	B	5.7	B	-43	B	-49	B	-6	B	-8	B	B	B	B	B
267839	Europe	38	247	B	3.4	B	5.8	B	-41	B	-50	B	-9	B	-13	B	B	B	B	B
267842	Europe	34	335	B	6.4	B	7.8	B	-59	X12	-79	B	-10	B	-14	B	B	B	B	B
267844	Europe	26	252	B	5.9	B	6.9	B	-45	B	-58	B	-7	B	-9	B	B	B	B	B
267863	Europe	36	255	B	4.2	B	5	B	-31	B	-40	B	-7	B	-10	B	B	B	B	B
267864	Europe	38	247	B	4.6	B	5.4	B	-35	B	-45	B	-4	B	-6	B	B	B	B	B
267866	Europe	38	247	B	5.6	B	6.2	B	-39	B	-45	B	-5	B	-6	B	B	B	B	B
267882	Europe	38	247	B	6.5	B	7	B	-48	X12	-60	B	-6	B	-8	B	B	B	B	B
267887	Europe	38	247	B	5.4	B	5.9	B	-40	B	-53	B	-7	B	-8	B	B	B	B	B
267891	Europe	38	244	B	4.2	B	4.9	B	-32	B	-39	B	-9	B	-12	B	B	B	B	B
267900	Europe	39	247	B	5	B	6.2	B	-41	B	-52	B	-6	B	-8	B	B	B	B	B
267907	Europe	38	247	B	5.6	B	6.3	B	-39	B	-50	B	-7	X03	-9	B	B	B	B	B
267908	Europe	38	247	B	7.6	B	7.7	B	-63	B	-76	B	-5	B	-6	B	B	B	B	B
267926	Europe	38	247	B	5.6	B	6.2	B	-48	B	-54	B	-9	B	-12	B	B	B	B	B
267927	Europe	34	335	B	4.7	X03	5.8	B	-49	B	-65	B	-4	B	-5	B	X03	B	B	B
267928	Europe	1	249	B	6.7	B	8	B	-62	X12	-77	B	-4	B	-4	B	B	B	B	B
267930	Europe	38	236	B	4.2	X03	5.1	B	-25	B	-36	B	-7	B	-10	B	X03	B	B	B
268008	Europe	1	335	B	4	B	4.3	B	-35	B	-45	B	-8	B	-10	B	B	B	B	B
268014	Europe	1	335	B	5.5	B	6.2	B	-58	B	-79	B	-13	X47	-18	B	B	B	B	B
268018	Europe	1	335	B	4.8	B	5.3	B	-46	B	-62	B	-6	B	-7	B	B	B	B	B
268052	Europe	1	335	B	4.9	B	5.5	B	-47	B	-64	B	-14	B	-19	B	B	B	B	B
268258	Europe	1	291	B	5.3	B	6.3	B	-55	B	-76	B	-15	X19	-18	B	B	B	B	B
268288	Europe	1	291	B	5.1	B	6.1	B	-54	D	-68	B	-19	X47	-23	B	B	B	B	B
268292	Europe	1	289	B	4.8	B	5.8	B	-51	B	-59	B	-9	B	-10	B	B	B	B	B
268540	Europe	1	292	B	5.2	B	6.1	B	-55	D	-70	B	-17	X19	-20	B	B	B	B	B
268556	Europe	1	291	B	4.7	B	5.7	B	-49	B	-65	B	-14	X19	-18	B	B	B	B	B
268600	Europe	1	251	B	4.9	B	5.8	B	-49	B	-54	B	-7	B	-8	B	B	B	B	B
268830	Europe	1	251	B	4.3	B	5.3	B	-44	B	-48	B	-4	B	-6	B	B	B	B	B
268976	Europe	40	238	B	4.7	X03	5.4	B	-39	B	-44	B	-6	X03	-9	B	X03	B	B	B
268977	Europe	40	238	B	4.2	B	5.5	B	-44	B	-46	B	-13	B	-13	B	B	B	B	B
268979	Europe	40	238	B	5.6	B	6.5	B	-47	D	-59	B	-9	B	-14	B	B	B	B	B
268980	Europe	40	238	B	3.3	B	4	B	-27	B	-30	B	-4	B	-4	B	B	B	B	B
268983	Europe	40	238	B	4.9	B	5.2	B	-37	B	-42	B	-11	B	-16	B	B	B	B	B
268987	Europe	40	238	B	5.5	X03	6.2	B	-42	B	-54	B	-11	X03	-13	B	X03	B	B	B
268988	Europe	40	238	B	5.9	B	6.7	B	-44	B	-56	B	-8	B	-12	B	B	B	B	B
268989	Europe	40	238	B	5.2	B	5.8	B	-49	B	-53	B	-3	B	-4	B	B	B	B	B
268990	Europe	40	238	B	4.8	B	5.5	B	-35	B	-38	B	-7	B	-8	B	B	B	B	B
268992	Europe	40	238	B	5.2	B	6.5	B	-49	B	-60	B	-9	B	-14	B	B	B	B	B
268994	Europe	40	238	B	4.5	B	4.8	B	-30	B	-37	B	-2	B	-4	B	B	B	B	B
268995	Europe	40	238	B	5.4	B	5.6	B	-44	B	-49	B	-8	B	-10	B	B	B	B	B
268997	Europe	40	238	B	4.4	B	5	B	-33	B	-40	B	-9	B	-11	B	B	B	B	B
268998	Europe	40	238	B	3.9	B	4.3	B	-32	B	-34	B	-7	B	-7	B	B	B	B	B
269000	Europe	40	238	B	4	B	5	B	-28	B	-35	B	-9	B	-12	B	B	B	B	B
269001	Europe	40	238	B	5.2	B	6	B	-46	B	-52	B	-7	B	-7	B	B	B	B	B
269004	Europe	40	238	B	3.1	B	4.2	B	-26	B	-30	B	-4	B	-6	B	B	B	B	B
269006	Europe	40	237	B	3.2	B	3.9	B	-28	B	-30	B	-11	B	-11	B	B	B	B	B
269017	Europe	40	238	B	4	B	4.5	B	-30	B	-35	B	-8	B	-9	B	B	B	B	B
269020	Europe	40	238	B	5.4	B	5.9	B	-38	B	-50	B	-8	B	-11	B	B	B	B	B
269022	Europe	40	238	B	4.2	B	6.2	B	-45	B	-56	B	-13	B	-17	B	B	B	B	B
269023	Europe	40	238	B	4.9	B	5.6	B	-43	B	-47	B	-6	B	-7	B	B	B	B	B
269026	Europe	40	238	B	5.4	B	6.8	B	-45	B	-56	B	-4	B	-6	B	B	B	B	B
269027	Europe	40	238	B	5.2	B	5.5	B	-38	B	-44	B	-9	X47	-12	B	B	B	B	B
269029	Europe	40	238	B	4	B	4.2	B	-29	B	-32	B	-6	B	-6	B	B	B	B	B
269030	Europe	40	238	B	4.1	B	5	B	-31	B	-37	B	-9	X12	-11	B	B	B	B	B
269031	Europe	40	238	B	6	B	6.5	B	-45	B	-54	B	-9	B	-11	B	B	B	B	B
269036	Europe	39	245	B	3.6	B	5.2	B	-34	B	-46	B	-8	B	-12	B	B	B	B	B
269038	Europe	40	238	B	4.9	B	6	B	-40	B	-51	B	-6	X03	-8	B	B	B	B	B
269040	Europe	40	238	B	4.5	X03	5.2	B	-36	B	-46	B	-9	X03	-14	B	X03	B	B	B
269042	Europe	40	238	B	4.4	B	4.9	B	-32	B	-34	B	-1	B	-3	B	B	B	B	B
269043	Europe	40	238	B	4.9	B	5.2	B	-43	B	-45	B	-6	B	-8	B	B	B	B	B
269044	Europe	40	238	B	3.7	B	4.5	B	-25	B	-35	B	-8	B	-12	B	B	B	B	B
269047	Europe	40	237	B	5.7	B	6.7	B	-44	X19	-60	B	-7	B	-10	B	B	B	B	B
269050	Europe	40	238	B	4.7	B	5.7	B	-36	X12	-50	B	-10	B	-14	B	B	B	B	B
269051	Europe	40	238	B	5.2	B	5.3	B	-42	B	-44	B	-10	B	-12	B	B	B	B	B
269052	Europe	40	238	B	4	B	4.6	B	-36	B	-39	B	-7	B	-7	B	B	B	B	B
269054	Europe	40	238	B	3.9	B	4.3	B	-26	B	-30	B	-7	B	-8	B	B	B	B	B
269058	Europe	40	238	B	5.2	X03	6	B	-44	B	-50	B	-11	X03	-15	B	X03	B	B	B
269061	Europe	40	238	B	4.7	X03	5.7	B	-36	X12	-46	B	-9	X03	-14	B	X03	B	B	B
269062	Europe	40	238	B	5.1	B	6.3	B	-36	B	-48	B	-8	B	-14	B	B	B	B	B
269063	Europe	40	238	B	4.4	B	4.9	B	-32	B	-40	B	-5	B	-6	B	B	B	B	B
269064	Europe	40	238	B	5.3	B	6.8	B	-48	B	-58	B	-9	B	-12	B	B	B	B	B
269071	Europe	40	238	B	4.5	B	5	B	-35	B	-42	B	-8	B	-10	B	B	B	B	B
269072	Europe	40	238	B	5.9	X03	6.8	B	-42	X12	-53	B	-8	B	-13	B	X03	B	B	B
269076	Europe	40	238	B	4.9	B	5.8	B	-43	B	-54	B	-10	B	-10	B	B	B	B	B
269077	Europe	40	236	B	4.5	B	5.2	B	-33	B	-40	B	-5	B	-6	B	B	B	B	B
269078	Europe	40	237	B	4.4	B	5.3	B	-36	B	-42	B	-7	B	-8	B	B	B	B	B
269079	Europe	40	238	B	4.4	B	4.8	B	-39	B	-41	B	-5	B	-6	B	B	B	B	B
